date,scientific_name,common_name,zone,site,plot,pit,spp,sex,rcap,toe_num,sv_length,total_length,weight,tail,pc
6/19/92,unknown lizard,unknown,g,basn,b,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/19/92,unknown lizard,unknown,g,ibpe,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/19/92,unknown lizard,unknown,g,ibpe,c,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/19/92,unknown lizard,unknown,m,rabb,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/19/92,sceloporus undulatus,eastern fence,m,rabb,b,NA,scun,f,n,25,48,132,3,w,0
6/19/92,unknown lizard,unknown,m,well,b,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/19/92,unknown lizard,unknown,t,east,b,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/19/92,cnemidophorus tigrisatus,western whiptail,t,west,a,12,cnti,f,NA,NA,NA,NA,NA,NA,1
6/23/92,unknown lizard,unknown,c,cali,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/23/92,unknown lizard,unknown,c,grav,d,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/23/92,unknown lizard,unknown,c,sand,b,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/23/92,unknown lizard,unknown,g,basn,b,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/23/92,unknown lizard,unknown,g,ibpe,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/23/92,unknown lizard,unknown,g,ibpe,c,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/23/92,unknown lizard,unknown,m,rabb,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/23/92,unknown lizard,unknown,m,rabb,c,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/23/92,uta stansburiana,side-blotched lizard,m,well,b,5,utst,f,n,2204,47,122,3,w,0
6/23/92,unknown lizard,unknown,t,east,b,NA,ukli,NA,NA,NA,NA,NA,NA,NA,1
6/23/92,unknown lizard,unknown,t,west,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/26/92,unknown lizard,unknown,c,cali,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/26/92,holbrookia maculata,lesser earless,c,grav,d,15,homa,NA,NA,NA,NA,NA,NA,NA,1
6/26/92,cnemidophorus inornatus,little striped,c,sand,b,12,cnin,f,n,45,54,130,4,w,1
6/26/92,uta stansburiana,side-blotched lizard,g,basn,b,9,utst,f,r,2025,45,115,2,w,0
6/26/92,unknown lizard,unknown,g,ibpe,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/26/92,uta stansburiana,side-blotched lizard,g,ibpe,c,10,utst,f,NA,NA,NA,NA,NA,w,1
6/26/92,uta stansburiana,side-blotched lizard,m,rabb,a,10,utst,m,n,2205,50,125,4,w,0
6/26/92,uta stansburiana,side-blotched lizard,m,rabb,b,3,utst,f,n,2210,NA,NA,2,w,1
6/26/92,unknown lizard,unknown,m,well,b,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/26/92,unknown lizard,unknown,t,east,b,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/26/92,unknown lizard,unknown,t,west,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
8/11/92,uta stansburiana,side-blotched lizard,c,cali,a,5,utst,j,n,NA,27,35,1,b,0
8/11/92,crotaphytus collaris,collared lizard,c,cali,a,15,crco,j,n,NA,35,75,1,w,0
8/11/92,unknown lizard,unknown,c,grav,d,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
8/11/92,uta stansburiana,side-blotched lizard,c,sand,b,3,utst,j,n,NA,20,50,1,w,0
8/11/92,unknown lizard,unknown,g,basn,b,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
8/11/92,unknown lizard,unknown,g,ibpe,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
8/11/92,unknown lizard,unknown,g,ibpe,c,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
8/11/92,uta stansburiana,side-blotched lizard,m,rabb,a,15,utst,j,n,NA,28,69,1,w,0
8/11/92,uta stansburiana,side-blotched lizard,m,rabb,a,16,utst,j,n,NA,NA,NA,2,w,1
8/11/92,uta stansburiana,side-blotched lizard,m,rabb,c,15,utst,j,n,NA,27,67,1,w,1
8/11/92,holbrookia maculata,lesser earless,m,well,b,1,homa,j,n,NA,20,50,1,w,0
8/11/92,cnemidophorus inornatus,little striped,t,east,b,3,cnin,j,n,NA,NA,NA,1,w,1
8/11/92,unknown lizard,unknown,t,west,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
8/14/92,cophosuarus texanus,greater earless,c,cali,a,4,cote,j,n,NA,34,56,1,b,0
8/14/92,uta stansburiana,side-blotched lizard,c,cali,a,12,utst,j,n,NA,22,56,1,w,0
8/14/92,uta stansburiana,side-blotched lizard,c,cali,a,12,utst,j,n,NA,32,86,1,w,0
8/14/92,cnemidophorus inornatus,little striped,c,grav,d,1,cnin,f,NA,NA,NA,NA,NA,NA,1
8/14/92,cnemidophorus tigrisatus,western whiptail,c,grav,d,7,cnti,j,n,NA,35,122,1,w,0
8/14/92,unknown lizard,unknown,c,sand,b,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
8/14/92,unknown lizard,unknown,g,basn,b,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
8/14/92,uta stansburiana,side-blotched lizard,g,ibpe,a,3,utst,j,n,NA,30,76,1,w,0
8/14/92,cnemidophorus neomexicanus,new mexico,g,ibpe,c,7,cnne,m,n,NA,30,87,1,w,0
8/14/92,uta stansburiana,side-blotched lizard,m,rabb,a,12,utst,j,n,NA,25,65,1,w,0
8/14/92,unknown lizard,unknown,m,rabb,c,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
8/14/92,uta stansburiana,side-blotched lizard,m,well,b,8,utst,j,n,NA,27,70,1,w,0
8/14/92,cnemidophorus tessalatus,colorado checkered,t,east,b,2,cnte,j,n,35,36,51,1,b,0
8/14/92,uta stansburiana,side-blotched lizard,t,east,b,3,utst,j,n,NA,32,78,1,w,0
8/14/92,uta stansburiana,side-blotched lizard,t,east,b,10,utst,j,n,NA,30,75,1,w,0
8/14/92,uta stansburiana,side-blotched lizard,t,east,b,10,utst,j,n,NA,25,60,1,w,0
8/14/92,unknown lizard,unknown,t,west,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
8/18/92,uta stansburiana,side-blotched lizard,c,cali,a,13,utst,f,n,2211,41,100,2,b,0
8/18/92,uta stansburiana,side-blotched lizard,c,grav,d,3,utst,j,n,NA,24,65,1,w,0
8/18/92,uta stansburiana,side-blotched lizard,c,sand,b,13,utst,j,n,NA,31,82,1,w,0
8/18/92,uta stansburiana,side-blotched lizard,c,sand,b,14,utst,j,n,NA,23,56,1,w,0
8/18/92,uta stansburiana,side-blotched lizard,c,sand,b,15,utst,j,n,NA,30,85,1,w,0
8/18/92,holbrookia maculata,lesser earless,g,basn,b,14,homa,j,n,NA,23,45,1,w,0
8/18/92,cnemidophorus inornatus,little striped,g,ibpe,a,3,cnin,f,n,NA,36,99,1,w,0
8/18/92,unknown lizard,unknown,m,rabb,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
8/18/92,unknown lizard,unknown,m,rabb,c,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
8/18/92,cnemidophorus neomexicanus,new mexico,m,well,b,13,cnne,j,n,NA,30,100,1,w,0
8/18/92,cnemidophorus tessalatus,colorado checkered,t,east,b,12,cnte,f,n,40,73,293,22,w,0
8/18/92,uta stansburiana,side-blotched lizard,t,east,b,14,utst,j,n,NA,27,69,1,w,0
8/18/92,uta stansburiana,side-blotched lizard,t,east,b,15,utst,m,n,NA,70,130,2,b,1
8/18/92,unknown lizard,unknown,t,west,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
8/21/92,unknown lizard,unknown,c,cali,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
8/21/92,cnemidophorus tigrisatus,western whiptail,c,grav,d,9,cnti,j,n,NA,45,165,2,w,0
8/21/92,unknown lizard,unknown,c,sand,b,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
8/21/92,unknown lizard,unknown,g,basn,b,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
8/21/92,unknown lizard,unknown,g,ibpe,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
8/21/92,cnemidophorus tigrisatus,western whiptail,g,ibpe,c,4,cnti,j,n,NA,36,126,1,w,0
8/21/92,unknown lizard,unknown,m,rabb,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
8/21/92,unknown lizard,unknown,m,rabb,c,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
8/21/92,cnemidophorus inornatus,little striped,m,well,b,11,cnin,j,n,NA,30,67,1,w,0
8/21/92,uta stansburiana,side-blotched lizard,t,east,b,3,utst,j,n,NA,27,69,1,w,0
8/21/92,uta stansburiana,side-blotched lizard,t,east,b,3,utst,m,n,2212,37,120,1,w,0
8/21/92,uta stansburiana,side-blotched lizard,t,east,b,5,utst,j,n,NA,34,82,1,w,0
8/21/92,unknown lizard,unknown,t,west,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
11/6/92,unknown lizard,unknown,c,cali,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
11/6/92,unknown lizard,unknown,c,sand,b,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
11/6/92,unknown lizard,unknown,g,basn,b,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
11/6/92,unknown lizard,unknown,g,ibpe,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
11/6/92,unknown lizard,unknown,g,ibpe,c,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
11/6/92,uta stansburiana,side-blotched lizard,m,rabb,a,9,utst,m,n,2213,35,100,1,w,0
