date,scientific_name,common_name,zone,site,plot,pit,spp,sex,rcap,toe_num,sv_length,total_length,weight,tail,pc
6/16/89,cnemidophorus tigrisatus,western whiptail,c,cali,a,4,cnti,m,n,240,92,260,26,b,0
6/16/89,uta stansburiana,side-blotched lizard,c,cali,a,8,utst,j,n,153,49,86,6,b,0
6/16/89,cnemidophorus tigrisatus,western whiptail,c,sand,b,2,cnti,m,n,241,91,310,24,w,0
6/16/89,cnemidophorus tigrisatus,western whiptail,c,sand,b,8,cnti,f,n,242,93,305,25,w,0
6/16/89,cnemidophorus tigrisatus,western whiptail,c,sand,c,2,cnti,m,n,243,94,270,24,b,0
6/16/89,cnemidophorus tigrisatus,western whiptail,g,basn,b,1,cnti,f,n,244,90,304,22,w,0
6/16/89,uta stansburiana,side-blotched lizard,g,basn,b,2,utst,f,n,154,42,50,3,b,0
6/16/89,cnemidophorus tessalatus,colorado checkered,g,basn,b,8,cnte,j,n,222,72,265,9,w,0
6/16/89,cnemidophorus tessalatus,colorado checkered,g,basn,b,9,cnte,f,n,22,86,294,16,w,0
6/16/89,cnemidophorus tigrisatus,western whiptail,g,basn,b,10,cnti,m,n,245,70,240,9,w,0
6/16/89,cnemidophorus tigrisatus,western whiptail,g,basn,b,11,cnti,f,n,250,82,274,16,w,0
6/16/89,cnemidophorus tigrisatus,western whiptail,g,basn,b,16,cnti,f,n,251,94,308,21,w,0
6/16/89,unknown lizard,unknown,g,ibpe,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/16/89,cnemidophorus tigrisatus,western whiptail,g,ibpe,c,3,cnti,f,n,252,87,260,19,w,0
6/16/89,cnemidophorus tigrisatus,western whiptail,m,rabb,a,15,cnti,f,n,254,100,250,26,b,0
6/16/89,cnemidophorus tigrisatus,western whiptail,m,rabb,c,1,cnti,f,n,253,75,265,16,w,0
6/16/89,unknown lizard,unknown,m,well,b,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/16/89,cnemidophorus tigrisatus,western whiptail,t,east,b,9,cnti,f,r,4051,84,294,17,w,0
6/16/89,cnemidophorus tigrisatus,western whiptail,t,east,b,13,cnti,m,n,255,92,268,20,b,0
6/16/89,cnemidophorus tigrisatus,western whiptail,t,east,b,16,cnti,m,r,2054,90,300,22,w,0
6/20/89,uta stansburiana,side-blotched lizard,c,cali,a,2,utst,NA,n,155,NA,NA,NA,w,0
6/20/89,cnemidophorus tigrisatus,western whiptail,c,cali,a,16,cnti,f,n,301,90,305,NA,w,0
6/20/89,cnemidophorus tigrisatus,western whiptail,c,sand,b,7,cnti,m,r,445,90,315,24,w,0
6/20/89,uta stansburiana,side-blotched lizard,c,sand,c,1,utst,NA,n,100,22,54,NA,w,0
6/20/89,cnemidophorus tigrisatus,western whiptail,c,sand,c,5,cnti,m,n,302,96,276,26,b,0
6/20/89,uta stansburiana,side-blotched lizard,c,sand,c,11,utst,NA,n,NA,18,NA,NA,w,0
6/20/89,uta stansburiana,side-blotched lizard,c,sand,c,12,utst,f,n,200,46,125,4,w,0
6/20/89,cnemidophorus tigrisatus,western whiptail,c,sand,c,16,cnti,m,r,104,97,320,28,w,0
6/20/89,phrynosoma cornutum,texas horned,g,basn,b,NA,phco,f,n,5,60,80,14,w,0
6/20/89,cnemidophorus tigrisatus,western whiptail,g,basn,b,1,cnti,m,n,NA,96,300,NA,NA,0
6/20/89,cnemidophorus tigrisatus,western whiptail,g,basn,b,9,cnti,m,n,303,76,270,12,w,0
6/20/89,holbrookia maculata,lesser earless,g,basn,b,14,homa,m,n,1,62,134,7,w,0
6/20/89,cnemidophorus tessalatus,colorado checkered,g,basn,b,15,cnte,f,n,23,82,260,16,w,0
6/20/89,unknown lizard,unknown,g,ibpe,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/20/89,unknown lizard,unknown,g,ibpe,c,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/20/89,cnemidophorus tigrisatus,western whiptail,m,rabb,a,1,cnti,f,r,20,90,290,21,w,0
6/20/89,uta stansburiana,side-blotched lizard,m,rabb,a,1,utst,f,n,202,47,60,4,b,0
6/20/89,cnemidophorus tigrisatus,western whiptail,m,rabb,a,2,cnti,m,r,4045,90,302,20,w,0
6/20/89,cnemidophorus tigrisatus,western whiptail,m,rabb,c,2,cnti,f,n,305,96,300,30,b,0
6/20/89,cnemidophorus tigrisatus,western whiptail,m,rabb,c,7,cnti,m,n,310,90,306,22,w,0
6/20/89,cnemidophorus neomexicanus,new mexico,m,well,b,5,cnne,f,n,12,63,210,8,w,0
6/20/89,uta stansburiana,side-blotched lizard,m,well,b,7,utst,f,n,201,46,124,5,w,0
6/20/89,cnemidophorus tigrisatus,western whiptail,m,well,b,10,cnti,j,n,304,72,270,13,w,0
6/20/89,sceloporus undulatus,eastern fence,m,well,b,10,scun,f,n,4,60,120,8,b,0
6/20/89,uta stansburiana,side-blotched lizard,t,east,b,1,utst,f,n,203,50,128,5,b,0
6/20/89,cnemidophorus tigrisatus,western whiptail,t,east,b,4,cnti,m,n,311,100,310,26,w,0
6/20/89,uta stansburiana,side-blotched lizard,t,east,b,4,utst,m,n,204,52,140,6,w,0
6/20/89,cnemidophorus tigrisatus,western whiptail,t,east,b,8,cnti,f,r,2051,85,285,27,w,0
6/20/89,cnemidophorus tigrisatus,western whiptail,t,east,b,16,cnti,m,n,312,92,200,24,b,0
6/23/89,cnemidophorus tigrisatus,western whiptail,c,cali,a,4,cnti,f,n,313,86,300,16,w,0
6/23/89,uta stansburiana,side-blotched lizard,c,cali,a,8,utst,j,n,205,22,64,1,w,0
6/23/89,cophosuarus texanus,greater earless,c,cali,a,11,cote,m,n,1,58,127,6,w,0
6/23/89,uta stansburiana,side-blotched lizard,c,sand,b,7,utst,j,n,NA,21,50,1,w,0
6/23/89,uta stansburiana,side-blotched lizard,c,sand,b,9,utst,j,n,NA,22,28,1,b,0
6/23/89,uta stansburiana,side-blotched lizard,c,sand,b,12,utst,j,n,NA,21,55,1,w,0
6/23/89,cnemidophorus tigrisatus,western whiptail,c,sand,c,1,cnti,f,n,314,67,245,8,w,0
6/23/89,uta stansburiana,side-blotched lizard,c,sand,c,8,utst,j,n,NA,22,50,1,w,0
6/23/89,cnemidophorus tigrisatus,western whiptail,c,sand,c,14,cnti,m,n,315,89,260,17,b,0
6/23/89,unknown lizard,unknown,g,basn,b,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/23/89,uta stansburiana,side-blotched lizard,g,ibpe,a,16,utst,f,n,210,46,115,4,w,0
6/23/89,unknown lizard,unknown,g,ibpe,c,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/23/89,cnemidophorus tigrisatus,western whiptail,m,rabb,c,7,cnti,f,n,320,80,245,19,w,0
6/23/89,cnemidophorus tigrisatus,western whiptail,m,rabb,c,13,cnti,f,n,321,75,265,12,w,0
6/23/89,uta stansburiana,side-blotched lizard,m,well,b,4,utst,m,r,4000,49,75,4,b,0
6/23/89,uta stansburiana,side-blotched lizard,m,well,b,15,utst,m,n,211,56,140,6,w,0
6/23/89,cnemidophorus tigrisatus,western whiptail,t,east,b,3,cnti,m,n,322,80,274,14,w,0
6/23/89,cnemidophorus tigrisatus,western whiptail,t,east,b,8,cnti,f,r,302,90,205,22,b,0
6/23/89,cnemidophorus tigrisatus,western whiptail,t,east,b,10,cnti,m,r,4054,92,305,24,w,0
6/23/89,cnemidophorus tigrisatus,western whiptail,t,east,b,11,cnti,m,r,255,90,270,18,w,0
6/23/89,cnemidophorus tigrisatus,western whiptail,t,east,b,15,cnti,m,n,323,88,290,20,w,0
6/23/89,cnemidophorus tigrisatus,western whiptail,t,west,a,6,cnti,f,n,325,75,243,10,w,0
6/23/89,cnemidophorus tigrisatus,western whiptail,t,west,a,8,cnti,m,n,324,90,315,22,w,0
6/23/89,sceloporus undulatus,eastern fence,t,west,a,10,scun,m,n,5,67,165,8,w,0
6/27/89,uta stansburiana,side-blotched lizard,c,cali,a,8,utst,j,NA,NA,NA,NA,NA,w,0
6/27/89,cnemidophorus tigrisatus,western whiptail,c,sand,b,5,cnti,f,n,330,80,265,19,w,0
6/27/89,uta stansburiana,side-blotched lizard,c,sand,b,9,utst,j,r,1052,27,70,1,b,0
6/27/89,eumeces obsoletus,great plains,c,sand,b,13,euob,f,n,4,97,275,30,w,0
6/27/89,unknown lizard,unknown,c,sand,c,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/27/89,unknown lizard,unknown,g,basn,b,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/27/89,uta stansburiana,side-blotched lizard,g,ibpe,a,8,utst,j,n,212,27,65,1,w,0
6/27/89,uta stansburiana,side-blotched lizard,g,ibpe,c,3,utst,j,n,213,22,47,1,b,0
6/27/89,uta stansburiana,side-blotched lizard,g,ibpe,c,10,utst,m,n,214,52,131,7,w,0
6/27/89,uta stansburiana,side-blotched lizard,g,ibpe,c,15,utst,j,n,NA,21,45,NA,w,0
6/27/89,cnemidophorus tigrisatus,western whiptail,m,rabb,a,15,cnti,f,n,331,81,285,19,w,0
6/27/89,uta stansburiana,side-blotched lizard,m,rabb,c,15,utst,j,NA,NA,NA,NA,NA,NA,0
6/27/89,cnemidophorus tigrisatus,western whiptail,m,rabb,c,16,cnti,NA,r,NA,NA,NA,NA,w,0
6/27/89,unknown lizard,unknown,m,well,b,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/27/89,uta stansburiana,side-blotched lizard,t,east,b,4,utst,NA,NA,NA,23,55,1,w,0
6/27/89,uta stansburiana,side-blotched lizard,t,east,b,4,utst,f,r,4,50,115,7,w,0
6/27/89,cnemidophorus tigrisatus,western whiptail,t,east,b,7,cnti,f,n,332,82,295,12,w,0
6/27/89,cnemidophorus tigrisatus,western whiptail,t,east,b,10,cnti,f,r,4001,85,284,13,w,0
6/27/89,uta stansburiana,side-blotched lizard,t,east,b,12,utst,NA,NA,NA,23,65,NA,w,0
6/27/89,cnemidophorus tigrisatus,western whiptail,t,west,a,10,cnti,m,n,333,78,245,16,w,0
6/27/89,cnemidophorus tigrisatus,western whiptail,t,west,a,15,cnti,f,r,4,71,251,13,w,0
7/18/89,unknown lizard,unknown,c,cali,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,1
7/18/89,uta stansburiana,side-blotched lizard,c,cali,a,8,utst,j,n,225,32,84,1,w,0
7/18/89,uta stansburiana,side-blotched lizard,c,cali,a,10,utst,j,n,NA,25,67,1,w,0
7/18/89,uta stansburiana,side-blotched lizard,c,cali,a,11,utst,j,n,231,27,74,NA,w,0
7/18/89,uta stansburiana,side-blotched lizard,c,cali,a,12,utst,j,n,230,28,74,1,w,0
7/18/89,unknown lizard,unknown,c,grav,d,NA,ukli,NA,NA,NA,NA,NA,NA,NA,1
7/18/89,uta stansburiana,side-blotched lizard,c,grav,d,1,utst,j,n,NA,NA,NA,NA,w,1
7/18/89,cnemidophorus tigrisatus,western whiptail,c,grav,d,14,cnti,m,n,342,76,285,16,w,0
7/18/89,uta stansburiana,side-blotched lizard,c,sand,b,15,utst,j,n,NA,26,70,NA,w,0
7/18/89,cnemidophorus tigrisatus,western whiptail,c,sand,c,1,cnti,f,r,415,85,285,20,w,0
7/18/89,uta stansburiana,side-blotched lizard,c,sand,c,15,utst,f,r,215,50,100,5,b,1
7/18/89,cnemidophorus tessalatus,colorado checkered,g,basn,b,1,cnte,f,n,25,80,285,15,w,0
7/18/89,uta stansburiana,side-blotched lizard,g,basn,b,14,utst,j,NA,NA,21,52,1,w,0
7/18/89,uta stansburiana,side-blotched lizard,g,ibpe,a,7,utst,f,n,232,46,76,5,b,0
7/18/89,uta stansburiana,side-blotched lizard,g,ibpe,a,10,utst,j,NA,NA,19,52,NA,NA,0
7/18/89,uta stansburiana,side-blotched lizard,g,ibpe,a,12,utst,j,NA,NA,NA,NA,NA,NA,1
7/18/89,uta stansburiana,side-blotched lizard,g,ibpe,c,4,utst,j,NA,NA,NA,NA,NA,NA,1
7/18/89,uta stansburiana,side-blotched lizard,g,ibpe,c,12,utst,j,NA,NA,NA,NA,NA,NA,1
7/18/89,unknown lizard,unknown,m,rabb,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
7/18/89,uta stansburiana,side-blotched lizard,m,rabb,c,13,utst,NA,NA,NA,25,62,NA,w,0
7/18/89,unknown lizard,unknown,m,well,b,NA,ukli,NA,NA,NA,NA,NA,NA,NA,1
7/18/89,uta stansburiana,side-blotched lizard,m,well,b,6,utst,NA,NA,NA,19,51,NA,w,0
7/18/89,cnemidophorus tigrisatus,western whiptail,m,well,b,10,cnti,m,n,343,97,320,34,w,0
7/18/89,uta stansburiana,side-blotched lizard,m,well,b,12,utst,j,NA,NA,NA,NA,NA,w,0
7/18/89,uta stansburiana,side-blotched lizard,m,well,b,13,utst,m,r,100,47,135,6,w,0
7/18/89,uta stansburiana,side-blotched lizard,m,well,b,14,utst,j,NA,NA,22,65,NA,NA,0
7/18/89,uta stansburiana,side-blotched lizard,t,east,b,8,utst,j,n,233,30,70,1,w,0
7/18/89,uta stansburiana,side-blotched lizard,t,east,b,11,utst,j,NA,NA,NA,NA,NA,w,1
7/18/89,cnemidophorus tigrisatus,western whiptail,t,west,a,16,cnti,f,n,344,75,270,16,w,1
7/21/89,unknown lizard,unknown,c,cali,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,1
7/21/89,uta stansburiana,side-blotched lizard,c,cali,a,1,utst,j,NA,NA,NA,NA,1,w,1
7/21/89,cnemidophorus tigrisatus,western whiptail,c,grav,d,14,cnti,f,n,334,80,291,22,w,1
7/21/89,uta stansburiana,side-blotched lizard,c,sand,b,8,utst,j,NA,NA,28,NA,NA,w,0
7/21/89,uta stansburiana,side-blotched lizard,c,sand,c,13,utst,f,n,215,50,100,8,b,0
7/21/89,uta stansburiana,side-blotched lizard,g,basn,b,10,utst,j,NA,NA,25,62,NA,w,0
7/21/89,cnemidophorus tessalatus,colorado checkered,g,basn,b,13,cnte,f,n,24,45,265,18,w,0
7/21/89,uta stansburiana,side-blotched lizard,g,ibpe,a,1,utst,j,NA,NA,20,54,NA,w,0
7/21/89,uta stansburiana,side-blotched lizard,g,ibpe,a,16,utst,j,NA,NA,23,58,NA,w,0
7/21/89,cnemidophorus inornatus,little striped,g,ibpe,c,4,cnin,j,NA,NA,NA,NA,NA,w,0
7/21/89,uta stansburiana,side-blotched lizard,g,ibpe,c,10,utst,f,n,220,46,151,4,w,0
7/21/89,uta stansburiana,side-blotched lizard,g,ibpe,c,16,utst,j,n,221,28,60,1,w,0
7/21/89,cnemidophorus tigrisatus,western whiptail,m,rabb,a,8,cnti,m,n,335,88,260,23,b,0
7/21/89,uta stansburiana,side-blotched lizard,m,rabb,a,11,utst,f,n,222,45,114,4,w,0
7/21/89,unknown lizard,unknown,m,rabb,c,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
7/21/89,uta stansburiana,side-blotched lizard,m,well,b,7,utst,j,NA,NA,23,56,NA,w,0
7/21/89,uta stansburiana,side-blotched lizard,m,well,b,10,utst,j,NA,NA,21,58,NA,w,0
7/21/89,uta stansburiana,side-blotched lizard,m,well,b,11,utst,j,NA,NA,20,54,NA,w,0
7/21/89,uta stansburiana,side-blotched lizard,m,well,b,16,utst,m,r,30,51,134,6,w,0
7/21/89,cnemidophorus tigrisatus,western whiptail,t,east,b,2,cnti,f,r,322,95,300,20,w,1
7/21/89,cnemidophorus tigrisatus,western whiptail,t,east,b,5,cnti,m,n,340,83,265,15,w,0
7/21/89,uta stansburiana,side-blotched lizard,t,east,b,12,utst,f,n,223,47,82,4,b,0
7/21/89,uta stansburiana,side-blotched lizard,t,east,b,16,utst,f,n,224,45,112,5,w,0
7/21/89,cnemidophorus tessalatus,colorado checkered,t,west,a,8,cnte,f,r,4,70,252,12,w,0
7/21/89,uta stansburiana,side-blotched lizard,t,west,a,9,utst,NA,NA,NA,22,60,NA,w,0
7/21/89,sceloporus undulatus,eastern fence,t,west,a,10,scun,f,n,11,58,115,9,w,0
7/21/89,sceloporus undulatus,eastern fence,t,west,a,11,scun,f,n,10,61,160,12,w,0
7/21/89,cnemidophorus tigrisatus,western whiptail,t,west,a,13,cnti,m,n,341,80,278,16,w,1
7/28/89,unknown lizard,unknown,c,cali,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
7/28/89,unknown lizard,unknown,c,grav,d,NA,ukli,NA,NA,NA,NA,NA,NA,NA,1
7/28/89,uta stansburiana,side-blotched lizard,c,sand,b,12,utst,j,NA,NA,NA,NA,NA,NA,1
7/28/89,uta stansburiana,side-blotched lizard,c,sand,c,1,utst,j,n,235,29,80,1,w,0
7/28/89,uta stansburiana,side-blotched lizard,c,sand,c,8,utst,j,n,234,29,78,1,w,0
7/28/89,uta stansburiana,side-blotched lizard,g,basn,b,5,utst,j,NA,NA,23,54,NA,w,0
7/28/89,uta stansburiana,side-blotched lizard,g,basn,b,16,utst,j,NA,240,28,72,1,w,0
7/28/89,uta stansburiana,side-blotched lizard,g,ibpe,a,1,utst,j,n,NA,30,80,1,w,0
7/28/89,uta stansburiana,side-blotched lizard,g,ibpe,c,2,utst,j,n,NA,26,68,NA,w,0
7/28/89,uta stansburiana,side-blotched lizard,g,ibpe,c,3,utst,j,n,NA,22,32,NA,b,0
7/28/89,uta stansburiana,side-blotched lizard,g,ibpe,c,9,utst,f,r,220,45,117,NA,w,0
7/28/89,uta stansburiana,side-blotched lizard,g,ibpe,c,15,utst,j,n,242,31,79,1,w,0
7/28/89,uta stansburiana,side-blotched lizard,g,ibpe,c,16,utst,f,n,241,48,124,5,w,0
7/28/89,uta stansburiana,side-blotched lizard,m,rabb,a,10,utst,m,n,244,50,140,6,w,1
7/28/89,cnemidophorus tigrisatus,western whiptail,m,rabb,a,16,cnti,m,n,345,94,297,26,w,0
7/28/89,unknown lizard,unknown,m,rabb,c,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
7/28/89,uta stansburiana,side-blotched lizard,m,well,b,14,utst,f,n,243,42,110,4,w,0
7/28/89,uta stansburiana,side-blotched lizard,m,well,b,15,utst,j,n,NA,23,56,NA,w,0
7/28/89,uta stansburiana,side-blotched lizard,m,well,b,15,utst,j,n,NA,24,39,NA,b,0
7/28/89,uta stansburiana,side-blotched lizard,t,east,b,4,utst,j,n,245,28,60,1,b,0
7/28/89,uta stansburiana,side-blotched lizard,t,east,b,4,utst,f,r,4,48,111,4,b,0
7/28/89,uta stansburiana,side-blotched lizard,t,east,b,12,utst,f,n,250,51,86,6,b,0
7/28/89,unknown lizard,unknown,t,west,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
8/22/89,uta stansburiana,side-blotched lizard,c,cali,a,11,utst,m,n,251,44,110,3,w,0
8/22/89,cnemidophorus tigrisatus,western whiptail,c,cali,a,15,cnti,f,n,350,85,240,21,w,1
8/22/89,cnemidophorus tigrisatus,western whiptail,c,cali,a,15,cnti,NA,n,NA,NA,NA,NA,NA,1
8/22/89,uta stansburiana,side-blotched lizard,c,grav,d,12,utst,j,NA,NA,NA,NA,NA,NA,1
8/22/89,cnemidophorus tigrisatus,western whiptail,c,sand,b,6,cnti,f,n,352,76,260,17,w,0
8/22/89,cnemidophorus tigrisatus,western whiptail,c,sand,b,9,cnti,f,n,351,80,272,17,w,0
8/22/89,cnemidophorus tessalatus,colorado checkered,c,sand,b,15,cnte,f,n,330,76,225,14,w,0
8/22/89,uta stansburiana,side-blotched lizard,c,sand,c,8,utst,j,n,252,34,90,2,w,0
8/22/89,uta stansburiana,side-blotched lizard,g,ibpe,a,8,utst,f,n,254,36,90,2,w,0
8/22/89,uta stansburiana,side-blotched lizard,g,ibpe,a,8,utst,m,r,99,36,95,3,w,1
8/22/89,uta stansburiana,side-blotched lizard,g,ibpe,a,10,utst,j,NA,NA,NA,NA,NA,NA,1
8/22/89,uta stansburiana,side-blotched lizard,g,ibpe,c,3,utst,j,n,253,32,55,2,b,0
8/22/89,uta stansburiana,side-blotched lizard,m,rabb,a,3,utst,j,n,304,25,70,1,w,0
8/22/89,unknown lizard,unknown,m,rabb,c,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
8/22/89,uta stansburiana,side-blotched lizard,m,well,b,2,utst,j,n,300,26,72,1,w,1
8/22/89,uta stansburiana,side-blotched lizard,m,well,b,9,utst,j,n,301,27,78,1,w,0
8/22/89,uta stansburiana,side-blotched lizard,m,well,b,15,utst,j,n,302,27,58,1,b,0
8/22/89,uta stansburiana,side-blotched lizard,m,well,b,15,utst,m,n,303,50,134,7,w,0
8/22/89,cnemidophorus tigrisatus,western whiptail,m,well,b,16,cnti,f,n,353,87,270,22,w,0
8/22/89,cnemidophorus tigrisatus,western whiptail,t,east,b,3,cnti,m,r,2051,80,250,25,w,1
8/22/89,unknown lizard,unknown,t,west,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,1
8/25/89,uta stansburiana,side-blotched lizard,c,cali,a,2,utst,f,n,305,33,90,3,w,0
8/25/89,cnemidophorus tigrisatus,western whiptail,c,grav,d,7,cnti,f,n,354,86,260,17,w,0
8/25/89,cnemidophorus inornatus,little striped,c,grav,d,15,cnin,f,n,5,60,206,8,w,0
8/25/89,uta stansburiana,side-blotched lizard,c,sand,b,7,utst,m,r,235,38,105,3,b,0
8/25/89,uta stansburiana,side-blotched lizard,c,sand,b,12,utst,f,n,310,30,72,2,w,0
8/25/89,uta stansburiana,side-blotched lizard,c,sand,b,16,utst,f,n,311,29,70,2,w,0
8/25/89,unknown lizard,unknown,c,sand,c,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
8/25/89,uta stansburiana,side-blotched lizard,g,basn,b,1,utst,f,n,312,35,94,3,w,0
8/25/89,holbrookia maculata,lesser earless,g,basn,b,14,homa,f,n,2,60,125,8,w,0
8/25/89,unknown lizard,unknown,g,ibpe,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
8/25/89,uta stansburiana,side-blotched lizard,g,ibpe,c,14,utst,f,n,313,31,85,2,w,0
8/25/89,uta stansburiana,side-blotched lizard,m,rabb,a,7,utst,m,n,320,37,96,4,w,0
8/25/89,uta stansburiana,side-blotched lizard,m,rabb,a,9,utst,m,n,321,54,130,7,w,0
8/25/89,uta stansburiana,side-blotched lizard,m,rabb,a,13,utst,f,r,222,45,115,5,w,0
8/25/89,uta stansburiana,side-blotched lizard,m,rabb,c,4,utst,f,n,315,29,80,2,w,0
8/25/89,unknown lizard,unknown,m,well,b,NA,ukli,NA,NA,NA,NA,NA,NA,NA,1
8/25/89,uta stansburiana,side-blotched lizard,m,well,b,14,utst,f,n,314,30,85,2,w,0
8/25/89,uta stansburiana,side-blotched lizard,t,east,b,4,utst,f,n,322,34,86,3,w,0
8/25/89,unknown lizard,unknown,t,west,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
9/1/89,unknown lizard,unknown,c,cali,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
9/1/89,uta stansburiana,side-blotched lizard,c,grav,d,2,utst,j,NA,NA,NA,NA,NA,NA,1
9/1/89,uta stansburiana,side-blotched lizard,c,grav,d,8,utst,j,n,323,27,76,1,w,0
9/1/89,uta stansburiana,side-blotched lizard,c,sand,b,16,utst,j,n,330,30,86,2,w,0
9/1/89,uta stansburiana,side-blotched lizard,c,sand,c,8,utst,f,n,324,34,95,2,w,0
9/1/89,uta stansburiana,side-blotched lizard,c,sand,c,16,utst,m,n,325,44,113,4,w,1
9/1/89,unknown lizard,unknown,g,basn,b,NA,ukli,NA,NA,NA,NA,NA,NA,NA,1
9/1/89,unknown lizard,unknown,g,ibpe,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
9/1/89,uta stansburiana,side-blotched lizard,g,ibpe,c,5,utst,j,n,331,37,104,4,w,1
9/1/89,cnemidophorus tigrisatus,western whiptail,m,rabb,a,5,cnti,f,n,355,81,255,19,w,0
9/1/89,uta stansburiana,side-blotched lizard,m,rabb,a,9,utst,f,n,340,31,80,2,w,0
9/1/89,uta stansburiana,side-blotched lizard,m,rabb,c,5,utst,f,n,335,31,81,2,w,0
9/1/89,uta stansburiana,side-blotched lizard,m,rabb,c,7,utst,f,n,334,31,85,2,w,0
9/1/89,unknown lizard,unknown,m,well,b,NA,ukli,NA,NA,NA,NA,NA,NA,NA,1
9/1/89,uta stansburiana,side-blotched lizard,m,west,b,7,utst,j,n,332,30,81,2,w,1
9/1/89,uta stansburiana,side-blotched lizard,m,west,b,10,utst,j,n,333,37,96,4,w,0
9/1/89,uta stansburiana,side-blotched lizard,m,west,b,16,utst,j,n,NA,19,51,1,w,0
9/1/89,unknown lizard,unknown,t,east,b,NA,ukli,NA,NA,NA,NA,NA,NA,NA,1
9/1/89,unknown lizard,unknown,t,west,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,1
9/1/89,unknown lizard,unknown,t,west,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,1
9/27/89,uta stansburiana,side-blotched lizard,c,cali,a,1,utst,f,r,305,38,109,2,w,0
9/27/89,sceloporus magisters,desert spiny,c,cali,a,15,scma,j,n,2,45,106,4,w,0
9/27/89,uta stansburiana,side-blotched lizard,c,grav,d,4,utst,m,n,500,42,123,4,w,0
9/27/89,uta stansburiana,side-blotched lizard,c,grav,d,9,utst,f,n,455,39,96,3,w,0
9/27/89,uta stansburiana,side-blotched lizard,c,grav,d,12,utst,f,n,454,41,110,4,w,0
9/27/89,uta stansburiana,side-blotched lizard,c,grav,d,16,utst,m,n,453,46,130,5,w,0
9/27/89,uta stansburiana,side-blotched lizard,c,sand,b,5,utst,m,n,424,42,115,3,w,0
9/27/89,uta stansburiana,side-blotched lizard,c,sand,c,2,utst,f,n,425,36,98,2,w,0
9/27/89,uta stansburiana,side-blotched lizard,c,sand,c,3,utst,f,n,430,38,100,2,b,0
9/27/89,uta stansburiana,side-blotched lizard,c,sand,c,10,utst,m,r,452,40,110,3,w,0
9/27/89,uta stansburiana,side-blotched lizard,c,sand,c,16,utst,f,n,431,35,94,2,w,0
9/27/89,uta stansburiana,side-blotched lizard,c,sand,c,16,utst,f,r,330,36,101,3,w,0
9/27/89,uta stansburiana,side-blotched lizard,g,basn,b,1,utst,f,n,423,36,103,3,w,0
9/27/89,uta stansburiana,side-blotched lizard,g,basn,b,1,utst,j,n,NA,23,43,1,w,0
9/27/89,uta stansburiana,side-blotched lizard,g,ibpe,a,2,utst,f,n,414,34,83,2,w,0
9/27/89,uta stansburiana,side-blotched lizard,g,ibpe,c,1,utst,j,n,NA,22,45,NA,NA,1
9/27/89,uta stansburiana,side-blotched lizard,g,ibpe,c,6,utst,f,n,422,36,100,3,w,0
9/27/89,uta stansburiana,side-blotched lizard,g,ibpe,c,10,utst,m,n,421,39,55,3,b,0
9/27/89,uta stansburiana,side-blotched lizard,g,ibpe,c,13,utst,f,n,415,36,104,3,w,0
9/27/89,uta stansburiana,side-blotched lizard,g,ibpe,c,13,utst,f,n,420,40,87,4,b,0
9/27/89,uta stansburiana,side-blotched lizard,m,rabb,a,2,utst,f,n,400,35,92,2,w,0
9/27/89,uta stansburiana,side-blotched lizard,m,rabb,a,5,utst,f,n,401,33,82,2,w,0
9/27/89,uta stansburiana,side-blotched lizard,m,rabb,a,7,utst,m,r,320,43,115,5,w,0
9/27/89,uta stansburiana,side-blotched lizard,m,rabb,a,9,utst,f,n,402,37,98,3,w,0
9/27/89,uta stansburiana,side-blotched lizard,m,rabb,a,15,utst,m,n,403,41,113,4,w,0
9/27/89,uta stansburiana,side-blotched lizard,m,rabb,a,15,utst,f,n,404,37,104,3,w,0
9/27/89,uta stansburiana,side-blotched lizard,m,rabb,c,15,utst,f,n,355,35,98,3,w,0
